time,genf_Scheduled Generation [MW] (D) - BZN|FR,ntc_Net Position (MW),total_Day-ahead Total Load Forecast [MW] - BZN|FR,total_Actual Total Load [MW] - BZN|FR,Biomass  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Fossil Oil  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Solar  - Actual Aggregated [MW],Waste  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW],y_Day-ahead Price [EUR/MWh]
2015-09-11 00:00:00,51994.0,721.5,45600.0,44477.0,,,,,,,,,,,,31.53
2015-09-11 01:00:00,50306.0,1742.3,41950.0,41674.0,,,,,,,,,,,,30.49
2015-09-11 02:00:00,49037.0,2205.3,40900.0,40128.0,,,,,,,,,,,,29.04
2015-09-11 03:00:00,47389.0,3209.7,38050.0,37969.0,,,,,,,,,,,,27.5
2015-09-11 04:00:00,46881.0,2689.3,36950.0,37396.0,,,,,,,,,,,,24.92
2015-09-11 05:00:00,49071.0,2634.5,38100.0,39340.0,,,,,,,,,,,,23.29
2015-09-11 06:00:00,54405.0,3458.8,42050.0,44331.0,,,,,,,,,,,,33.58
2015-09-11 07:00:00,58146.0,3694.7,47400.0,48754.0,,,,,,,,,,,,45.37
2015-09-11 08:00:00,59042.0,2914.3,49750.0,50542.0,,,,,,,,,,,,47.03
2015-09-11 09:00:00,59824.0,1935.9,51600.0,52157.0,,,,,,,,,,,,44.86
2015-09-11 10:00:00,60165.0,741.5,52600.0,52653.0,,,,,,,,,,,,40.79
2015-09-11 11:00:00,60378.0,441.2,52750.0,53107.0,,,,,,,,,,,,39.58
2015-09-11 12:00:00,60730.0,96.4,53200.0,53313.0,,,,,,,,,,,,43.7
2015-09-11 13:00:00,60630.0,1148.2,53150.0,52239.0,,,,,,,,,,,,43.04
2015-09-11 14:00:00,59606.0,1055.6,51950.0,51635.0,,,,,,,,,,,,42.51
2015-09-11 15:00:00,58391.0,1227.1,50250.0,50157.0,,,,,,,,,,,,37.64
2015-09-11 16:00:00,57818.0,2199.6,48750.0,48702.0,,,,,,,,,,,,37.93
2015-09-11 17:00:00,58539.0,3402.0,47400.0,48122.0,,,,,,,,,,,,41.24
2015-09-11 18:00:00,58373.0,4468.2,48150.0,48662.0,,,,,,,,,,,,45.09
2015-09-11 19:00:00,58025.0,4358.3,49050.0,48873.0,,,,,,,,,,,,47.93
2015-09-11 20:00:00,57987.0,4078.7,48500.0,49086.0,,,,,,,,,,,,48.51
2015-09-11 21:00:00,56873.0,3743.1,48000.0,47178.0,,,,,,,,,,,,44.68
2015-09-11 22:00:00,55245.0,1755.9,46350.0,46969.0,,,,,,,,,,,,45.82
2015-09-11 23:00:00,54659.0,1949.4,48750.0,47386.0,,,,,,,,,,,,46.27
2015-09-12 00:00:00,51019.0,732.3,44950.0,43451.0,,,,,,,,,,,,34.79
2015-09-12 01:00:00,48731.0,1052.6,41000.0,40376.0,,,,,,,,,,,,32.35
2015-09-12 02:00:00,47468.0,1565.0,39300.0,38179.0,,,,,,,,,,,,29.94
2015-09-12 03:00:00,45808.0,2892.6,36350.0,35518.0,,,,,,,,,,,,25.01
2015-09-12 04:00:00,45209.0,3559.4,34650.0,34192.0,,,,,,,,,,,,25.91
2015-09-12 05:00:00,45772.0,3942.2,34600.0,34574.0,,,,,,,,,,,,25.26
2015-09-12 06:00:00,46943.0,4195.8,36050.0,35888.0,,,,,,,,,,,,27.92
2015-09-12 07:00:00,48648.0,3069.8,36850.0,36796.0,,,,,,,,,,,,32.06
2015-09-12 08:00:00,49692.0,2368.8,38950.0,39635.0,,,,,,,,,,,,37.91
2015-09-12 09:00:00,50861.0,1297.6,42200.0,42968.0,,,,,,,,,,,,41.53
2015-09-12 10:00:00,51221.0,495.9,44100.0,44840.0,,,,,,,,,,,,38.63
2015-09-12 11:00:00,51833.0,2.7,44600.0,45880.0,,,,,,,,,,,,39.32
2015-09-12 12:00:00,52191.0,1127.7,46550.0,48038.0,,,,,,,,,,,,40.25
2015-09-12 13:00:00,51743.0,1297.2,47050.0,46464.0,,,,,,,,,,,,35.47
2015-09-12 14:00:00,50776.0,196.5,44600.0,44816.0,,,,,,,,,,,,34.95
2015-09-12 15:00:00,49923.0,896.3,42850.0,43152.0,,,,,,,,,,,,29.16
2015-09-12 16:00:00,49003.0,1172.5,41700.0,41903.0,,,,,,,,,,,,27.8
2015-09-12 17:00:00,50504.0,1657.9,40950.0,41821.0,,,,,,,,,,,,34.13
2015-09-12 18:00:00,50377.0,2141.2,42200.0,42921.0,,,,,,,,,,,,39.21
2015-09-12 19:00:00,50444.0,1445.8,43800.0,43553.0,,,,,,,,,,,,41.3
2015-09-12 20:00:00,50677.0,1077.2,43550.0,43896.0,,,,,,,,,,,,41.1
2015-09-12 21:00:00,50344.0,1111.5,43650.0,42483.0,,,,,,,,,,,,38.86
2015-09-12 22:00:00,50465.0,43.1,42500.0,43394.0,,,,,,,,,,,,41.03
2015-09-12 23:00:00,50389.0,870.3,45800.0,44655.0,,,,,,,,,,,,39.66
2015-09-13 00:00:00,49187.0,1922.8,42900.0,41424.0,,,,,,,,,,,,35.18
2015-09-13 01:00:00,45554.0,1022.6,39400.0,38730.0,,,,,,,,,,,,26.22
2015-09-13 02:00:00,43803.0,1370.2,37400.0,36714.0,,,,,,,,,,,,26.43
2015-09-13 03:00:00,42180.0,1524.3,34500.0,34090.0,,,,,,,,,,,,24.04
2015-09-13 04:00:00,41819.0,3023.9,32800.0,32837.0,,,,,,,,,,,,24.68
2015-09-13 05:00:00,42613.0,3710.4,32200.0,32441.0,,,,,,,,,,,,23.45
2015-09-13 06:00:00,43565.0,3332.7,32800.0,33077.0,,,,,,,,,,,,26.0
2015-09-13 07:00:00,44045.0,3882.1,32900.0,33050.0,,,,,,,,,,,,26.08
2015-09-13 08:00:00,45137.0,3735.1,34300.0,34705.0,,,,,,,,,,,,26.04
2015-09-13 09:00:00,46473.0,2401.8,37350.0,37862.0,,,,,,,,,,,,26.67
2015-09-13 10:00:00,48554.0,973.4,39900.0,40418.0,,,,,,,,,,,,27.17
2015-09-13 11:00:00,50336.0,596.1,41750.0,42423.0,,,,,,,,,,,,29.2
2015-09-13 12:00:00,50359.0,151.1,43850.0,44756.0,,,,,,,,,,,,27.91
2015-09-13 13:00:00,48208.0,334.3,44200.0,43046.0,,,,,,,,,,,,26.29
2015-09-13 14:00:00,46679.0,775.2,41350.0,40991.0,,,,,,,,,,,,24.1
2015-09-13 15:00:00,45508.0,690.9,39400.0,39313.0,,,,,,,,,,,,20.0
2015-09-13 16:00:00,44829.0,859.4,37900.0,38193.0,,,,,,,,,,,,20.68
2015-09-13 17:00:00,47613.0,2209.8,37450.0,38468.0,,,,,,,,,,,,24.1
2015-09-13 18:00:00,51246.0,4279.1,38900.0,40342.0,,,,,,,,,,,,30.66
2015-09-13 19:00:00,52391.0,4612.6,41400.0,42669.0,,,,,,,,,,,,36.8
2015-09-13 20:00:00,53505.0,4309.9,42950.0,43934.0,,,,,,,,,,,,42.11
2015-09-13 21:00:00,52909.0,4265.2,43550.0,42594.0,,,,,,,,,,,,40.42
2015-09-13 22:00:00,52919.0,3897.5,41950.0,42982.0,,,,,,,,,,,,40.0
2015-09-13 23:00:00,52723.0,3068.1,45000.0,44142.0,,,,,,,,,,,,38.88
2015-09-14 00:00:00,48786.0,2674.8,41700.0,40720.0,,,,,,,,,,,,30.47
2015-09-14 01:00:00,47687.0,3080.5,38400.0,37979.0,,,,,,,,,,,,24.59
2015-09-14 02:00:00,46046.0,3445.8,37200.0,36419.0,,,,,,,,,,,,23.17
2015-09-14 03:00:00,45352.0,4307.1,34600.0,34128.0,,,,,,,,,,,,20.83
2015-09-14 04:00:00,46107.0,4697.0,33700.0,33666.0,,,,,,,,,,,,24.06
2015-09-14 05:00:00,48648.0,4460.2,35750.0,36089.0,,,,,,,,,,,,25.12
2015-09-14 06:00:00,53782.0,5047.4,40600.0,41552.0,,,,,,,,,,,,37.97
2015-09-14 07:00:00,57345.0,4400.0,46650.0,46349.0,,,,,,,,,,,,46.17
2015-09-14 08:00:00,59766.0,4570.0,49200.0,48660.0,,,,,,,,,,,,47.26
2015-09-14 09:00:00,61623.0,4741.8,51250.0,50285.0,,,,,,,,,,,,47.45
2015-09-14 10:00:00,62854.0,4803.4,52300.0,51011.0,,,,,,,,,,,,46.09
2015-09-14 11:00:00,63955.0,4926.7,52750.0,51678.0,,,,,,,,,,,,48.58
2015-09-14 12:00:00,64120.0,4193.5,53600.0,52184.0,,,,,,,,,,,,46.92
2015-09-14 13:00:00,64252.0,4474.1,53650.0,51698.0,,,,,,,,,,,,43.45
2015-09-14 14:00:00,64053.0,4940.6,52550.0,51136.0,,,,,,,,,,,,43.3
2015-09-14 15:00:00,62919.0,5333.5,51050.0,49687.0,,,,,,,,,,,,41.69
2015-09-14 16:00:00,61935.0,6007.9,49800.0,48439.0,,,,,,,,,,,,39.47
2015-09-14 17:00:00,61743.0,6033.7,48300.0,47499.0,,,,,,,,,,,,39.92
2015-09-14 18:00:00,60658.0,4142.7,49200.0,48446.0,,,,,,,,,,,,41.23
2015-09-14 19:00:00,59691.0,3274.5,50900.0,49539.0,,,,,,,,,,,,42.92
2015-09-14 20:00:00,59246.0,2916.3,50350.0,49473.0,,,,,,,,,,,,43.88
2015-09-14 21:00:00,57673.0,3636.2,48500.0,46902.0,,,,,,,,,,,,38.71
2015-09-14 22:00:00,56935.0,2905.4,46400.0,46516.0,,,,,,,,,,,,35.08
2015-09-14 23:00:00,56594.0,2720.0,48700.0,47069.0,,,,,,,,,,,,32.01
2015-09-15 00:00:00,53375.0,4105.9,45100.0,43322.0,,,,,,,,,,,,18.15
2015-09-15 01:00:00,50970.0,5076.3,41650.0,40514.0,,,,,,,,,,,,17.46
2015-09-15 02:00:00,49027.0,5159.7,40250.0,38988.0,,,,,,,,,,,,14.02
2015-09-15 03:00:00,48185.0,5858.4,37650.0,36824.0,,,,,,,,,,,,12.86
2015-09-15 04:00:00,48044.0,6430.1,36600.0,36293.0,,,,,,,,,,,,13.79
2015-09-15 05:00:00,50125.0,6174.9,37850.0,38245.0,,,,,,,,,,,,18.91
2015-09-15 06:00:00,54567.0,4949.4,42000.0,43573.0,,,,,,,,,,,,31.74
2015-09-15 07:00:00,57079.0,4326.1,47200.0,48597.0,,,,,,,,,,,,45.27
2015-09-15 08:00:00,58769.0,3222.8,49800.0,50851.0,,,,,,,,,,,,45.57
2015-09-15 09:00:00,60168.0,2913.1,51600.0,52271.0,,,,,,,,,,,,46.83
2015-09-15 10:00:00,61117.0,2626.8,52500.0,52271.0,,,,,,,,,,,,46.42
2015-09-15 11:00:00,61603.0,2469.8,52900.0,53471.0,,,,,,,,,,,,46.4
2015-09-15 12:00:00,61468.0,1765.7,53150.0,53489.0,,,,,,,,,,,,44.6
2015-09-15 13:00:00,61056.0,2081.4,53300.0,52499.0,,,,,,,,,,,,45.27
2015-09-15 14:00:00,59950.0,1107.3,52500.0,52077.0,,,,,,,,,,,,42.27
2015-09-15 15:00:00,59365.0,1543.3,50900.0,50952.0,,,,,,,,,,,,40.08
2015-09-15 16:00:00,58392.0,1853.7,49650.0,49899.0,,,,,,,,,,,,40.02
2015-09-15 17:00:00,57490.0,2232.6,48600.0,49125.0,,,,,,,,,,,,42.68
2015-09-15 18:00:00,57282.0,1707.4,49050.0,50277.0,,,,,,,,,,,,43.96
2015-09-15 19:00:00,58122.0,2656.1,50250.0,51700.0,,,,,,,,,,,,46.87
2015-09-15 20:00:00,58542.0,3380.6,49650.0,50997.0,,,,,,,,,,,,48.63
2015-09-15 21:00:00,57024.0,3856.8,48450.0,47797.0,,,,,,,,,,,,42.64
2015-09-15 22:00:00,56417.0,2698.1,46500.0,47558.0,,,,,,,,,,,,40.02
2015-09-15 23:00:00,56315.0,2613.1,48900.0,48186.0,,,,,,,,,,,,36.48
2015-09-16 00:00:00,53287.0,4765.5,44850.0,44526.0,,,,,,,,,,,,33.67
2015-09-16 01:00:00,51503.0,5412.3,41500.0,41534.0,,,,,,,,,,,,24.03
2015-09-16 02:00:00,49816.0,4346.1,40250.0,39974.0,,,,,,,,,,,,24.06
2015-09-16 03:00:00,48790.0,5537.8,37350.0,37825.0,,,,,,,,,,,,23.69
2015-09-16 04:00:00,48905.0,6174.6,36350.0,37010.0,,,,,,,,,,,,20.0
2015-09-16 05:00:00,50199.0,5555.6,37450.0,38941.0,,,,,,,,,,,,25.03
2015-09-16 06:00:00,54955.0,5121.4,41400.0,44007.0,,,,,,,,,,,,39.45
2015-09-16 07:00:00,58265.0,4532.5,46950.0,48999.0,,,,,,,,,,,,47.33
2015-09-16 08:00:00,59563.0,4129.0,49550.0,51631.0,,,,,,,,,,,,52.06
2015-09-16 09:00:00,60719.0,3922.2,51450.0,53257.0,,,,,,,,,,,,52.19
2015-09-16 10:00:00,61652.0,3470.8,52450.0,53838.0,,,,,,,,,,,,48.58
2015-09-16 11:00:00,62192.0,3569.4,53200.0,55158.0,,,,,,,,,,,,49.67
2015-09-16 12:00:00,62591.0,4580.8,53750.0,55161.0,,,,,,,,,,,,46.3
2015-09-16 13:00:00,62700.0,4356.1,53850.0,53856.0,,,,,,,,,,,,43.63
2015-09-16 14:00:00,61914.0,3393.0,53150.0,53567.0,,,,,,,,,,,,40.72
2015-09-16 15:00:00,60883.0,3348.8,51650.0,52295.0,,,,,,,,,,,,37.38
2015-09-16 16:00:00,59996.0,3609.4,50200.0,50902.0,,,,,,,,,,,,35.71
2015-09-16 17:00:00,59386.0,4527.8,49200.0,50143.0,,,,,,,,,,,,38.7
2015-09-16 18:00:00,59544.0,3895.1,49500.0,51004.0,,,,,,,,,,,,39.11
2015-09-16 19:00:00,59663.0,3622.1,50950.0,51750.0,,,,,,,,,,,,41.79
2015-09-16 20:00:00,59127.0,3628.2,50250.0,51225.0,,,,,,,,,,,,40.3
2015-09-16 21:00:00,58031.0,4390.8,48800.0,48181.0,,,,,,,,,,,,32.91
2015-09-16 22:00:00,57612.0,4335.1,46000.0,47892.0,,,,,,,,,,,,33.18
2015-09-16 23:00:00,57408.0,3283.1,48500.0,48526.0,,,,,,,,,,,,25.59
2015-09-17 00:00:00,53312.0,4291.8,45800.0,44737.0,,,,,,,,,,,,21.02
2015-09-17 01:00:00,51933.0,5699.3,42500.0,41551.0,,,,,,,,,,,,14.73
2015-09-17 02:00:00,49536.0,4945.0,41050.0,39972.0,,,,,,,,,,,,16.66
2015-09-17 03:00:00,48906.0,5507.0,38250.0,37693.0,,,,,,,,,,,,14.69
2015-09-17 04:00:00,49259.0,7143.7,37100.0,37167.0,,,,,,,,,,,,11.32
2015-09-17 05:00:00,50206.0,5315.6,38300.0,38864.0,,,,,,,,,,,,16.39
2015-09-17 06:00:00,54287.0,4738.3,42600.0,44186.0,,,,,,,,,,,,28.17
2015-09-17 07:00:00,58044.0,3762.7,49000.0,49499.0,,,,,,,,,,,,40.17
2015-09-17 08:00:00,59323.0,2840.5,51350.0,51930.0,,,,,,,,,,,,38.99
2015-09-17 09:00:00,60706.0,2794.0,53050.0,53652.0,,,,,,,,,,,,43.8
2015-09-17 10:00:00,61691.0,3010.4,53750.0,54351.0,,,,,,,,,,,,46.1
2015-09-17 11:00:00,62622.0,3064.9,54500.0,54911.0,,,,,,,,,,,,47.44
2015-09-17 12:00:00,62786.0,3004.8,54650.0,54965.0,,,,,,,,,,,,47.21
2015-09-17 13:00:00,62165.0,3214.5,54400.0,53651.0,,,,,,,,,,,,48.96
2015-09-17 14:00:00,61198.0,2699.6,53600.0,52729.0,,,,,,,,,,,,46.04
2015-09-17 15:00:00,60218.0,2937.7,52250.0,51291.0,,,,,,,,,,,,43.74
2015-09-17 16:00:00,59118.0,3015.9,50850.0,49833.0,,,,,,,,,,,,40.12
2015-09-17 17:00:00,58636.0,3566.1,49900.0,49230.0,,,,,,,,,,,,40.31
2015-09-17 18:00:00,58151.0,3005.4,50250.0,50067.0,,,,,,,,,,,,44.06
2015-09-17 19:00:00,57958.0,2460.6,52200.0,51031.0,,,,,,,,,,,,45.14
2015-09-17 20:00:00,58434.0,3382.3,51950.0,50908.0,,,,,,,,,,,,44.27
2015-09-17 21:00:00,56551.0,3510.1,49300.0,48159.0,,,,,,,,,,,,39.95
2015-09-17 22:00:00,56136.0,3030.9,46850.0,47989.0,,,,,,,,,,,,38.78
2015-09-17 23:00:00,55053.0,2946.9,49250.0,48540.0,,,,,,,,,,,,39.25
2015-09-18 00:00:00,52245.0,2864.2,46100.0,44565.0,,,,,,,,,,,,26.4
2015-09-18 01:00:00,49767.0,3623.9,42350.0,41322.0,,,,,,,,,,,,22.03
2015-09-18 02:00:00,48997.0,4434.0,41350.0,39948.0,,,,,,,,,,,,23.05
2015-09-18 03:00:00,48352.0,5421.4,38400.0,37585.0,,,,,,,,,,,,19.68
2015-09-18 04:00:00,48652.0,6985.0,37050.0,37126.0,,,,,,,,,,,,21.72
2015-09-18 05:00:00,50795.0,6292.6,38400.0,39056.0,,,,,,,,,,,,25.0
2015-09-18 06:00:00,55715.0,5373.1,42650.0,44182.0,,,,,,,,,,,,34.99
2015-09-18 07:00:00,58917.0,4396.5,48900.0,49007.0,,,,,,,,,,,,47.0
2015-09-18 08:00:00,59716.0,3277.9,51300.0,50840.0,,,,,,,,,,,,51.16
2015-09-18 09:00:00,60412.0,2972.6,53200.0,52213.0,,,,,,,,,,,,49.29
2015-09-18 10:00:00,61071.0,3651.3,54050.0,52883.0,,,,,,,,,,,,46.4
2015-09-18 11:00:00,61423.0,3035.1,54200.0,53222.0,,,,,,,,,,,,44.84
2015-09-18 12:00:00,61086.0,2430.2,54200.0,53343.0,,,,,,,,,,,,41.77
2015-09-18 13:00:00,60420.0,2448.1,53850.0,52076.0,,,,,,,,,,,,38.15
2015-09-18 14:00:00,59907.0,2731.5,52550.0,50958.0,,,,,,,,,,,,36.05
2015-09-18 15:00:00,59471.0,4186.2,50600.0,49272.0,,,,,,,,,,,,38.0
2015-09-18 16:00:00,58955.0,5154.7,49050.0,47852.0,,,,,,,,,,,,40.34
2015-09-18 17:00:00,58980.0,5998.4,47950.0,47491.0,,,,,,,,,,,,44.16
2015-09-18 18:00:00,59172.0,4965.4,48650.0,48388.0,,,,,,,,,,,,46.73
2015-09-18 19:00:00,59757.0,5233.7,49850.0,49159.0,,,,,,,,,,,,48.9
2015-09-18 20:00:00,59562.0,4606.0,50450.0,49788.0,,,,,,,,,,,,47.75
2015-09-18 21:00:00,56624.0,4394.9,48250.0,47285.0,,,,,,,,,,,,43.08
2015-09-18 22:00:00,55787.0,3683.1,46350.0,47822.0,,,,,,,,,,,,37.19
2015-09-18 23:00:00,55295.0,2656.6,48800.0,48325.0,,,,,,,,,,,,31.83
2015-09-19 00:00:00,50430.0,3312.0,45500.0,44192.0,,,,,,,,,,,,28.69
2015-09-19 01:00:00,49108.0,4947.4,41600.0,40985.0,,,,,,,,,,,,26.25
2015-09-19 02:00:00,48209.0,4660.0,39750.0,38874.0,,,,,,,,,,,,24.98
2015-09-19 03:00:00,47570.0,6213.1,36800.0,36247.0,,,,,,,,,,,,20.52
2015-09-19 04:00:00,46532.0,6400.7,35100.0,35179.0,,,,,,,,,,,,23.73
2015-09-19 05:00:00,46745.0,6101.3,34950.0,35659.0,,,,,,,,,,,,25.08
2015-09-19 06:00:00,48007.0,5348.6,36400.0,37363.0,,,,,,,,,,,,24.74
2015-09-19 07:00:00,48786.0,5648.9,38100.0,38535.0,,,,,,,,,,,,27.6
2015-09-19 08:00:00,51287.0,4929.1,40250.0,40926.0,,,,,,,,,,,,32.0
2015-09-19 09:00:00,53165.0,4697.9,43500.0,43804.0,,,,,,,,,,,,34.0
2015-09-19 10:00:00,53775.0,3934.0,45500.0,45229.0,,,,,,,,,,,,33.8
2015-09-19 11:00:00,53873.0,3418.9,46200.0,45697.0,,,,,,,,,,,,33.76
2015-09-19 12:00:00,54616.0,3148.1,47650.0,47020.0,,,,,,,,,,,,32.22
2015-09-19 13:00:00,53371.0,2870.5,48050.0,45592.0,,,,,,,,,,,,29.09
2015-09-19 14:00:00,52175.0,3396.8,45650.0,44102.0,,,,,,,,,,,,26.98
2015-09-19 15:00:00,51902.0,4483.9,43450.0,42503.0,,,,,,,,,,,,26.59
2015-09-19 16:00:00,51593.0,5407.1,41850.0,41291.0,,,,,,,,,,,,27.04
2015-09-19 17:00:00,52410.0,5967.1,41100.0,40944.0,,,,,,,,,,,,28.8
2015-09-19 18:00:00,53516.0,6240.1,42100.0,41792.0,,,,,,,,,,,,35.74
2015-09-19 19:00:00,53897.0,5920.5,43600.0,43327.0,,,,,,,,,,,,43.91
2015-09-19 20:00:00,53870.0,5560.5,44500.0,44703.0,,,,,,,,,,,,44.8
2015-09-19 21:00:00,52692.0,6130.1,43200.0,42964.0,,,,,,,,,,,,41.28
2015-09-19 22:00:00,52967.0,4911.1,42150.0,43914.0,,,,,,,,,,,,37.46
2015-09-19 23:00:00,52052.0,2879.4,45800.0,45431.0,,,,,,,,,,,,33.9
2015-09-20 00:00:00,49035.0,5226.3,43100.0,42123.0,,,,,,,,,,,,26.89
2015-09-20 01:00:00,45986.0,4345.8,39950.0,39373.0,,,,,,,,,,,,22.12
2015-09-20 02:00:00,44834.0,5046.2,38400.0,37353.0,,,,,,,,,,,,18.9
2015-09-20 03:00:00,43074.0,5573.1,35200.0,34644.0,,,,,,,,,,,,12.06
2015-09-20 04:00:00,42611.0,6218.1,33600.0,33236.0,,,,,,,,,,,,12.87
2015-09-20 05:00:00,42067.0,5989.1,33100.0,33174.0,,,,,,,,,,,,17.87
2015-09-20 06:00:00,43286.0,5846.7,33950.0,34156.0,,,,,,,,,,,,19.46
2015-09-20 07:00:00,43728.0,5669.5,34450.0,34663.0,,,,,,,,,,,,19.63
2015-09-20 08:00:00,44653.0,5247.0,35550.0,36371.0,,,,,,,,,,,,21.66
2015-09-20 09:00:00,45736.0,3758.1,38400.0,39112.0,,,,,,,,,,,,22.13
2015-09-20 10:00:00,47219.0,3201.2,40500.0,41056.0,,,,,,,,,,,,22.18
2015-09-20 11:00:00,48222.0,2923.3,42000.0,42382.0,,,,,,,,,,,,22.29
2015-09-20 12:00:00,49164.0,2262.3,43800.0,44201.0,,,,,,,,,,,,23.59
2015-09-20 13:00:00,48029.0,1862.4,43950.0,42692.0,,,,,,,,,,,,22.76
2015-09-20 14:00:00,46361.0,2562.6,40950.0,40461.0,,,,,,,,,,,,19.16
2015-09-20 15:00:00,45912.0,3334.9,38950.0,38556.0,,,,,,,,,,,,18.62
2015-09-20 16:00:00,46275.0,4558.6,37400.0,37431.0,,,,,,,,,,,,16.04
2015-09-20 17:00:00,47061.0,4574.9,37150.0,37559.0,,,,,,,,,,,,22.87
2015-09-20 18:00:00,50391.0,6502.7,38900.0,39629.0,,,,,,,,,,,,28.58
2015-09-20 19:00:00,53124.0,6662.7,41650.0,42460.0,,,,,,,,,,,,37.37
2015-09-20 20:00:00,54089.0,5860.8,43950.0,45028.0,,,,,,,,,,,,38.03
2015-09-20 21:00:00,52411.0,5483.8,43450.0,43531.0,,,,,,,,,,,,35.0
2015-09-20 22:00:00,53019.0,5763.4,42150.0,43908.0,,,,,,,,,,,,34.41
2015-09-20 23:00:00,51509.0,3556.9,45050.0,44809.0,,,,,,,,,,,,31.65
2015-09-21 00:00:00,48535.0,3002.2,42700.0,41850.0,,,,,,,,,,,,31.64
2015-09-21 01:00:00,47433.0,3805.4,39500.0,39226.0,,,,,,,,,,,,27.3
2015-09-21 02:00:00,46342.0,4042.9,38350.0,37740.0,,,,,,,,,,,,24.48
2015-09-21 03:00:00,44410.0,4036.3,35700.0,35608.0,,,,,,,,,,,,22.34
2015-09-21 04:00:00,44664.0,4093.3,34600.0,35281.0,,,,,,,,,,,,23.04
2015-09-21 05:00:00,47450.0,4262.2,36500.0,37739.0,,,,,,,,,,,,27.53
2015-09-21 06:00:00,53739.0,4146.9,41300.0,43576.0,,,,,,,,,,,,43.98
2015-09-21 07:00:00,57373.0,3968.0,48050.0,48802.0,,,,,,,,,,,,52.33
2015-09-21 08:00:00,57751.0,2790.3,50600.0,50547.0,,,,,,,,,,,,51.85
2015-09-21 09:00:00,58258.0,2468.2,52350.0,51845.0,,,,,,,,,,,,51.06
2015-09-21 10:00:00,58909.0,2859.4,53100.0,52133.0,,,,,,,,,,,,43.43
2015-09-21 11:00:00,58476.0,1604.8,53350.0,52705.0,,,,,,,,,,,,42.71
2015-09-21 12:00:00,58645.0,1377.5,53700.0,53112.0,,,,,,,,,,,,44.26
2015-09-21 13:00:00,58442.0,1560.5,53850.0,52175.0,,,,,,,,,,,,39.96
2015-09-21 14:00:00,57946.0,1479.2,53000.0,51342.0,,,,,,,,,,,,36.78
2015-09-21 15:00:00,57448.0,2253.3,51300.0,49803.0,,,,,,,,,,,,36.08
2015-09-21 16:00:00,56716.0,2888.3,49900.0,48623.0,,,,,,,,,,,,39.97
2015-09-21 17:00:00,56529.0,3737.0,48650.0,48163.0,,,,,,,,,,,,45.32
2015-09-21 18:00:00,56977.0,3465.9,49350.0,49618.0,,,,,,,,,,,,48.46
2015-09-21 19:00:00,57830.0,2904.6,51400.0,51249.0,,,,,,,,,,,,52.45
2015-09-21 20:00:00,57791.0,3064.9,52100.0,50968.0,,,,,,,,,,,,52.48
2015-09-21 21:00:00,56390.0,3267.9,49550.0,47649.0,,,,,,,,,,,,43.42
2015-09-21 22:00:00,55370.0,2555.7,47100.0,47303.0,,,,,,,,,,,,40.56
2015-09-21 23:00:00,54475.0,1582.8,49500.0,48021.0,,,,,,,,,,,,36.8
2015-09-22 00:00:00,51681.0,1692.4,45700.0,44273.0,,,,,,,,,,,,32.49
2015-09-22 01:00:00,49963.0,2836.6,42300.0,41422.0,,,,,,,,,,,,29.18
2015-09-22 02:00:00,49255.0,3527.5,41200.0,39889.0,,,,,,,,,,,,27.8
2015-09-22 03:00:00,47653.0,3661.2,38600.0,37772.0,,,,,,,,,,,,19.95
2015-09-22 04:00:00,47716.0,3536.0,37600.0,37100.0,,,,,,,,,,,,16.15
2015-09-22 05:00:00,49853.0,3744.0,38750.0,39131.0,,,,,,,,,,,,29.64
2015-09-22 06:00:00,53525.0,2769.7,42950.0,44459.0,,,,,,,,,,,,39.28
2015-09-22 07:00:00,57831.0,3684.0,49000.0,49872.0,,,,,,,,,,,,50.79
2015-09-22 08:00:00,59903.0,3199.1,51200.0,51887.0,,,,,,,,,,,,53.75
2015-09-22 09:00:00,61058.0,3275.8,52700.0,53137.0,,,,,,,,,,,,58.0
2015-09-22 10:00:00,61478.0,3149.2,53600.0,53734.0,,,,,,,,,,,,55.33
2015-09-22 11:00:00,62124.0,3196.9,54150.0,54072.0,,,,,,,,,,,,53.0
2015-09-22 12:00:00,62594.0,3556.5,54350.0,54415.0,,,,,,,,,,,,49.92
2015-09-22 13:00:00,62232.0,3850.3,54300.0,53512.0,,,,,,,,,,,,49.02
2015-09-22 14:00:00,62198.0,4489.9,53750.0,52535.0,,,,,,,,,,,,48.01
2015-09-22 15:00:00,61476.0,4748.5,52100.0,51063.0,,,,,,,,,,,,43.86
2015-09-22 16:00:00,60504.0,4780.9,50850.0,49948.0,,,,,,,,,,,,42.53
2015-09-22 17:00:00,60435.0,4757.2,49650.0,49436.0,,,,,,,,,,,,41.67
2015-09-22 18:00:00,60839.0,4008.6,50400.0,50838.0,,,,,,,,,,,,41.75
2015-09-22 19:00:00,61129.0,2935.8,52700.0,52473.0,,,,,,,,,,,,46.88
